0.870523415978
1170.png,-1
4719.png,1
3018.png,1
3719.png,1
1644.png,-1
52.png,1
4739.png,1
4336.png,1
4578.png,1
3721.png,1
4291.png,1
3826.png,1
3122.png,1
1674.png,-1
798.png,1
4493.png,1
1199.png,1
3224.png,1
4788.png,1
3573.png,1
3987.png,1
245.png,-1
4295.png,-1
1921.png,-1
4775.png,1
2580.png,1
4105.png,1
1673.png,1
3308.png,1
795.png,1
3876.png,1
2436.png,1
3575.png,1
697.png,1
665.png,1
4921.png,-1
4234.png,1
4823.png,1
1573.png,-1
460.png,1
1814.png,1
1628.png,-1
1325.png,-1
4518.png,1
2405.png,1
1507.png,1
2183.png,1
4995.png,-1
4322.png,1
3718.png,1
829.png,1
4019.png,-1
1260.png,1
1647.png,-1
2387.png,1
2849.png,1
1433.png,-1
1309.png,1
3227.png,1
3417.png,1
3657.png,1
4448.png,1
922.png,1
3714.png,1
2030.png,1
4679.png,1
2779.png,-1
2352.png,-1
2958.png,-1
3342.png,1
1798.png,1
1362.png,1
2227.png,1
1488.png,1
4980.png,1
4125.png,1
4557.png,1
4587.png,1
2984.png,1
550.png,1
4840.png,1
872.png,1
4432.png,1
1839.png,1
1196.png,1
2003.png,1
2844.png,-1
2680.png,1
3440.png,1
4979.png,1
2297.png,1
2086.png,1
2298.png,1
1105.png,1
1973.png,1
4076.png,1
3171.png,1
3743.png,1
1351.png,1
1283.png,1
2995.png,1
4938.png,1
3433.png,1
4061.png,-1
4893.png,1
3405.png,1
3770.png,1
4684.png,1
4048.png,1
3334.png,1
3488.png,-1
3583.png,1
3514.png,1
179.png,1
4190.png,1
4782.png,-1
1710.png,1
4063.png,-1
3468.png,1
2051.png,1
4066.png,1
4655.png,1
4947.png,-1
1276.png,1
4084.png,1
2483.png,1
1128.png,1
2507.png,1
1480.png,1
87.png,-1
3562.png,1
3731.png,1
549.png,1
2766.png,1
56.png,1
2955.png,1
3907.png,1
2785.png,1
4238.png,1
3400.png,-1
4851.png,1
2022.png,1
3477.png,1
1009.png,-1
2158.png,-1
323.png,1
1534.png,1
3787.png,1
749.png,1
919.png,1
3142.png,1
978.png,1
3706.png,1
3955.png,1
331.png,1
3447.png,1
2399.png,1
4057.png,1
1103.png,1
845.png,1
